window_id,start,end,span,centre,pi_chi,pi_ros,dxy,fst,sample_cov
chr18_8448915_8470316,8448915,8470316,21401,8459615.5,0.01947454,0.01805265,0.02734505,0.1861138,0.8233333333333334
chr18_8452668_8474213,8452668,8474213,21545,8463440.5,0.01930107,0.0179555,0.02692644,0.18215794,0.8178333333333333
chr18_8456397_8478008,8456397,8478008,21611,8467202.5,0.01955378,0.01813094,0.02654847,0.1697724,0.8226666666666667
chr18_8459745_8482135,8459745,8482135,22390,8470940.0,0.01972448,0.01707074,0.02445723,0.14139873,0.8195
chr18_8462992_8485601,8462992,8485601,22609,8474296.5,0.01961963,0.01724909,0.02362144,0.12333804,0.8073333333333333
chr18_8466478_8489771,8466478,8489771,23293,8478124.5,0.01957593,0.01696908,0.02344553,0.12399973,0.8071666666666667
chr18_8470316_8493234,8470316,8493234,22918,8481775.0,0.02040244,0.01733731,0.02426328,0.12504082,0.8158333333333333
chr18_8474213_8497107,8474213,8497107,22894,8485660.0,0.02090317,0.01762355,0.02489686,0.12756956,0.8156666666666667
chr18_8478008_8501211,8478008,8501211,23203,8489609.5,0.02108014,0.01746394,0.02477002,0.12483476,0.8165
chr18_8482135_8504566,8482135,8504566,22431,8493350.5,0.02083333,0.01859521,0.02501514,0.11850972,0.8186666666666667
chr18_8485601_8508509,8485601,8508509,22908,8497055.0,0.02064295,0.01793664,0.02501961,0.12931374,0.8211666666666666
chr18_8489771_8512324,8489771,8512324,22553,8501047.5,0.02121573,0.01879221,0.02605225,0.13132385,0.8115
chr18_8493234_8515640,8493234,8515640,22406,8504437.0,0.02164104,0.01931096,0.02680726,0.13390067,0.8130000000000001
chr18_8497107_8519675,8497107,8519675,22568,8508391.0,0.02050124,0.01845029,0.02633617,0.14975148,0.8248333333333333
chr18_8501211_8523130,8501211,8523130,21919,8512170.5,0.02065852,0.01928503,0.02817323,0.17034903,0.8116666666666666
chr18_8504566_8526724,8504566,8526724,22158,8515645.0,0.02086345,0.0192768,0.02881371,0.17886455,0.8053333333333333
chr18_8508509_8530340,8508509,8530340,21831,8519424.5,0.02056614,0.021312,0.02945007,0.16890544,0.8098333333333333
chr18_8512324_8537000,8512324,8537000,24676,8524662.0,0.0192653,0.02067922,0.02849638,0.17586877,0.8130000000000001
chr18_8515641_8542766,8515641,8542766,27125,8529203.5,0.0189442,0.0204138,0.02779764,0.17100283,0.8218333333333334
chr18_8519687_8546037,8519687,8546037,26350,8532862.0,0.02074013,0.02161877,0.02894137,0.15486419,0.8311666666666666
chr18_8523130_8549446,8523130,8549446,26316,8536288.0,0.0202006,0.01995496,0.02708694,0.14861023,0.8238333333333333
chr18_8526782_8552721,8526782,8552721,25939,8539751.5,0.02095695,0.02045628,0.02723475,0.13616915,0.8406666666666667
chr18_8530340_8556821,8530340,8556821,26481,8543580.5,0.02095425,0.01918247,0.02667869,0.14140636,0.8436666666666667
chr18_8537000_8561611,8537000,8561611,24611,8549305.5,0.02198044,0.01905455,0.0267393,0.13165948,0.8471666666666667
chr18_8542766_8565684,8542766,8565684,22918,8554225.0,0.02186995,0.01878608,0.02672466,0.13594647,0.8356666666666667
chr18_8546037_8570165,8546037,8570165,24128,8558101.0,0.01995435,0.01740342,0.0250939,0.14655259,0.8165
chr18_8549446_8590488,8549446,8590488,41042,8569967.0,0.01977108,0.01789428,0.02493,0.13932693,0.8341666666666666
chr18_8552721_8594091,8552721,8594091,41370,8573406.0,0.01857711,0.01672556,0.02408057,0.15406042,0.8268333333333334
chr18_8556821_8597553,8556821,8597553,40732,8577187.0,0.01900942,0.01773792,0.02452002,0.14329264,0.8160000000000001
chr18_8561611_8601177,8561611,8601177,39566,8581394.0,0.0189025,0.0184996,0.02538468,0.15160529,0.8228333333333333
chr18_8565883_8604466,8565883,8604466,38583,8585174.5,0.01877723,0.0184115,0.02467722,0.14057389,0.8161666666666666
chr18_8570167_8608586,8570167,8608586,38419,8589376.5,0.01878632,0.01892089,0.02446841,0.12960628,0.8316666666666667
chr18_8590488_8612044,8590488,8612044,21556,8601266.0,0.01971566,0.01939068,0.02556533,0.13325266,0.825
chr18_8594091_8616522,8594091,8616522,22431,8605306.5,0.01994125,0.01884035,0.02511633,0.12864298,0.8265
chr18_8597553_8619983,8597553,8619983,22430,8608768.0,0.01904635,0.01751286,0.02468513,0.14908797,0.8168333333333334
chr18_8601177_8623517,8601177,8623517,22340,8612347.0,0.01866332,0.01656075,0.02369098,0.14717921,0.7883333333333333
chr18_8604466_8627434,8604466,8627434,22968,8615950.0,0.01853922,0.0167746,0.02398347,0.15193329,0.7946666666666666
chr18_8608586_8630862,8608586,8630862,22276,8619724.0,0.02058074,0.01670331,0.02562517,0.15774989,0.8021666666666667
chr18_8612055_8637458,8612055,8637458,25403,8624756.5,0.02021161,0.01678973,0.02533964,0.1559973,0.8075
chr18_8616522_8642589,8616522,8642589,26067,8629555.5,0.0197098,0.01677543,0.02489877,0.154287,0.7839999999999999
chr18_8619983_8647037,8619983,8647037,27054,8633510.0,0.02007367,0.01714845,0.02496093,0.14573284,0.7941666666666667
chr18_8623542_8650543,8623542,8650543,27001,8637042.5,0.01890589,0.01672806,0.0243826,0.1555851,0.8131666666666666
chr18_8627434_8653990,8627434,8653990,26556,8640712.0,0.01916012,0.01743814,0.02457331,0.1463453,0.808
chr18_8630888_8657587,8630888,8657587,26699,8644237.5,0.01667142,0.01667996,0.0226035,0.15091477,0.7895
chr18_8637458_8662051,8637458,8662051,24593,8649754.5,0.01622399,0.01707618,0.02261829,0.15198503,0.7775
chr18_8642589_8666713,8642589,8666713,24124,8654651.0,0.01540827,0.01771129,0.02334746,0.17008643,0.7806666666666666
chr18_8647056_8670174,8647056,8670174,23118,8658615.0,0.01567906,0.0194266,0.02401493,0.15545942,0.7796666666666667
chr18_8650580_8680341,8650580,8680341,29761,8665460.5,0.01646786,0.01985952,0.02478447,0.15415748,0.7673333333333333
chr18_8654018_8683889,8654018,8683889,29871,8668953.5,0.01574665,0.01905284,0.02481027,0.17556319,0.7771666666666667
chr18_8657587_8687628,8657587,8687628,30041,8672607.5,0.01696218,0.02058802,0.02651031,0.1708102,0.783
chr18_8662051_8706907,8662051,8706907,44856,8684479.0,0.0170943,0.02023838,0.02692688,0.18117913,0.7773333333333333
chr18_8666729_8746083,8666729,8746083,79354,8706406.0,0.01781281,0.01998486,0.02652854,0.1679539,0.7889999999999999
chr18_8670174_8749972,8670174,8749972,79798,8710073.0,0.01773608,0.01920182,0.02607249,0.1707071,0.8008333333333333
chr18_8680342_8753945,8680342,8753945,73603,8717143.5,0.01842244,0.02048636,0.02703156,0.16299889,0.8136666666666666
chr18_8683889_8758651,8683889,8758651,74762,8721270.0,0.01912076,0.02155734,0.02768122,0.15289731,0.8135
chr18_8687628_8761982,8687628,8761982,74354,8724805.0,0.019693,0.02146398,0.02735395,0.14135437,0.8026666666666668
chr18_8706907_8766069,8706907,8766069,59162,8736488.0,0.01951987,0.02192946,0.027261,0.13621433,0.8103333333333333
chr18_8746083_8770059,8746083,8770059,23976,8758071.0,0.02111802,0.02334236,0.02777586,0.11089998,0.8116666666666666
chr18_8749972_8774557,8749972,8774557,24585,8762264.5,0.02116984,0.02226959,0.0274095,0.11581266,0.795
chr18_8753945_8778163,8753945,8778163,24218,8766054.0,0.02164917,0.02232841,0.02706579,0.10349696,0.7891666666666667
chr18_8758651_8781933,8758651,8781933,23282,8770292.0,0.02133844,0.02215193,0.02628848,0.09458564,0.7835000000000001
chr18_8761982_8785699,8761982,8785699,23717,8773840.5,0.02148247,0.0217033,0.02613791,0.09522207,0.8
chr18_8766069_8789023,8766069,8789023,22954,8777546.0,0.0220373,0.02212558,0.02574547,0.07661022,0.8145
chr18_8770125_8799933,8770125,8799933,29808,8785029.0,0.02150525,0.02097875,0.02580686,0.09702382,0.8086666666666666
chr18_8774557_8803237,8774557,8803237,28680,8788897.0,0.02133126,0.02186216,0.02541093,0.08114043,0.8203333333333334
chr18_8778171_8811871,8778171,8811871,33700,8795021.0,0.02009854,0.02054607,0.02415639,0.08620048,0.8258333333333333
chr18_8781933_8821327,8781933,8821327,39394,8801630.0,0.01997322,0.01971728,0.02340803,0.08237017,0.8345
chr18_8785704_8828242,8785704,8828242,42538,8806973.0,0.01993477,0.02163129,0.02408107,0.07351178,0.8388333333333333
chr18_8789023_8831696,8789023,8831696,42673,8810359.5,0.01974927,0.01904293,0.02275291,0.07964149,0.8398333333333333
chr18_8799933_8838402,8799933,8838402,38469,8819167.5,0.01768885,0.01702717,0.02041907,0.08102956,0.8535
chr18_8803237_8849304,8803237,8849304,46067,8826270.5,0.01652226,0.01473699,0.01994452,0.12129301,0.8688333333333332
chr18_8811871_8852865,8811871,8852865,40994,8832368.0,0.01510109,0.0136439,0.0193388,0.14731873,0.8686666666666667
chr18_8821327_8868461,8821327,8868461,47134,8844894.0,0.0136026,0.01189231,0.01824604,0.17741094,0.8755
chr18_8828242_8871803,8828242,8871803,43561,8850022.5,0.01080375,0.00805314,0.01665826,0.27714558,0.825
chr18_8831696_8890862,8831696,8890862,59166,8861279.0,0.00942862,0.00806984,0.01732277,0.3288409,0.8193333333333334
chr18_8838402_8906175,8838402,8906175,67773,8872288.5,0.01046089,0.00941979,0.01996525,0.3352186,0.7969999999999999
chr18_8849545_8909906,8849545,8909906,60361,8879725.5,0.01232371,0.01129311,0.02105952,0.28146312,0.7776666666666667
chr18_8852865_8915190,8852865,8915190,62325,8884027.5,0.01381401,0.01294595,0.02245123,0.25316616,0.7746666666666667
chr18_8868461_8923264,8868461,8923264,54803,8895862.5,0.01473059,0.01397563,0.02424015,0.25618567,0.7505000000000001
chr18_8871803_8926756,8871803,8926756,54953,8899279.5,0.01693196,0.01620635,0.02567903,0.21562761,0.7835000000000001
chr18_8890862_8934388,8890862,8934388,43526,8912625.0,0.01804486,0.01731222,0.02546432,0.18046509,0.7581666666666667
chr18_8906175_8942720,8906175,8942720,36545,8924447.5,0.01791137,0.01753855,0.02393493,0.14906352,0.7708333333333334
chr18_8909906_8946492,8909906,8946492,36586,8928199.0,0.01715465,0.01771477,0.024527,0.16901814,0.777
chr18_8915198_8950432,8915198,8950432,35234,8932815.0,0.01765932,0.0171375,0.02427912,0.165094,0.7756666666666666
chr18_8923264_8954188,8923264,8954188,30924,8938726.0,0.01868166,0.0176633,0.02457797,0.14983445,0.7939999999999999
chr18_8926756_8970777,8926756,8970777,44021,8948766.5,0.01841126,0.0179571,0.02444359,0.14683879,0.7891666666666667
chr18_8934388_8974552,8934388,8974552,40164,8954470.0,0.01865469,0.0185303,0.02552982,0.1572294,0.8051666666666667
chr18_8942720_8979687,8942720,8979687,36967,8961203.5,0.01874192,0.01949539,0.02624236,0.15704466,0.8013333333333333
chr18_8946492_8983247,8946492,8983247,36755,8964869.5,0.01833503,0.01885372,0.02495417,0.14603921,0.7973333333333333
chr18_8950434_8992477,8950434,8992477,42043,8971455.5,0.0180858,0.02081788,0.02568064,0.13801147,0.7958333333333333
chr18_8954225_8995758,8954225,8995758,41533,8974991.5,0.0180738,0.02153477,0.02534272,0.12267558,0.8041666666666667
chr18_8970777_9004477,8970777,9004477,33700,8987627.0,0.01865176,0.02220449,0.02638869,0.12731676,0.8118333333333334
chr18_8974552_9009170,8974552,9009170,34618,8991861.0,0.01857752,0.02223164,0.02661389,0.13206108,0.819
chr18_8979687_9013154,8979687,9013154,33467,8996420.5,0.01906504,0.02105007,0.02778266,0.16147722,0.8181666666666666
chr18_8983247_9017273,8983247,9017273,34026,9000260.0,0.01984547,0.02138449,0.02891118,0.16751147,0.8136666666666666
chr18_8992477_9021058,8992477,9021058,28581,9006767.5,0.02010873,0.01972224,0.02845234,0.17649863,0.8158333333333333
chr18_8995758_9028071,8995758,9028071,32313,9011914.5,0.01971034,0.0192189,0.0285907,0.1899078,0.8115
chr18_9004477_9031618,9004477,9031618,27141,9018047.5,0.01738292,0.01653966,0.02515018,0.19445747,0.8019999999999999
chr18_9009174_9046063,9009174,9046063,36889,9027618.5,0.01609723,0.01570476,0.02470721,0.21685802,0.7938333333333334
chr18_9013154_9050658,9013154,9050658,37504,9031906.0,0.0150588,0.01577846,0.02269,0.19080639,0.7965
chr18_9017273_9054014,9017273,9054014,36741,9035643.5,0.01594726,0.0169764,0.02288941,0.16333869,0.8128333333333333
chr18_9021058_9060729,9021058,9060729,39671,9040893.5,0.01611988,0.01762581,0.02266126,0.14641573,0.8135
chr18_9028071_9065084,9028071,9065084,37013,9046577.5,0.0163808,0.01840249,0.02254299,0.12899442,0.8035
chr18_9031722_9069821,9031722,9069821,38099,9050771.5,0.01765472,0.01969841,0.02428492,0.13054379,0.8118333333333334
chr18_9046063_9076744,9046063,9076744,30681,9061403.5,0.01885478,0.02129928,0.02449306,0.09908057,0.8241666666666667
chr18_9050658_9121418,9050658,9121418,70760,9086038.0,0.01761082,0.01989728,0.02450314,0.13290484,0.8138333333333333
chr18_9054014_9125356,9054014,9125356,71342,9089685.0,0.01479583,0.01718032,0.02495476,0.21900499,0.7746666666666667
chr18_9060729_9130169,9060729,9130169,69440,9095449.0,0.01395029,0.01716731,0.02530351,0.23847673,0.7821666666666667
chr18_9065084_9163628,9065084,9163628,98544,9114356.0,0.01318579,0.0169837,0.02527929,0.25256506,0.7941666666666667
chr18_9069821_9167186,9069821,9167186,97365,9118503.5,0.01201706,0.01656939,0.02415039,0.25640578,0.8203333333333334
chr18_9076744_9170426,9076744,9170426,93682,9123585.0,0.0109491,0.01401489,0.02233597,0.2830141,0.8323333333333333
chr18_9121418_9173677,9121418,9173677,52259,9147547.5,0.01126921,0.01358837,0.02060328,0.24747132,0.87
chr18_9125356_9176961,9125356,9176961,51605,9151158.5,0.01291538,0.01388431,0.01876717,0.16685804,0.9116666666666666
chr18_9130169_9180330,9130169,9180330,50161,9155249.5,0.01335853,0.01344387,0.01827734,0.15392565,0.9145000000000001
chr18_9163628_9183983,9163628,9183983,20355,9173805.5,0.01442595,0.01314802,0.01779653,0.12695056,0.9085000000000001
chr18_9167186_9187278,9167186,9187278,20092,9177232.0,0.01596202,0.014143,0.01821998,0.09519786,0.9065
chr18_9170426_9190720,9170426,9190720,20294,9180573.0,0.01675796,0.01542894,0.01897247,0.08210308,0.9043333333333333
chr18_9173677_9194132,9173677,9194132,20455,9183904.5,0.01732953,0.01803179,0.0212838,0.09247247,0.8898333333333333
chr18_9176961_9197787,9176961,9197787,20826,9187374.0,0.01673455,0.01923801,0.02245972,0.11060278,0.859
chr18_9180330_9204523,9180330,9204523,24193,9192426.5,0.01689174,0.0201824,0.02339088,0.1157655,0.8514999999999999
chr18_9183983_9208105,9183983,9208105,24122,9196044.0,0.01665051,0.01885367,0.02336449,0.13649968,0.8629999999999999
chr18_9187278_9211307,9187278,9211307,24029,9199292.5,0.01738653,0.01837786,0.02375329,0.14101181,0.8575
chr18_9190720_9214525,9190720,9214525,23805,9202622.5,0.01725348,0.01891597,0.02437749,0.14819681,0.8663333333333333
chr18_9194132_9217820,9194132,9217820,23688,9205976.0,0.01870412,0.01751589,0.02404409,0.14077126,0.8803333333333334
chr18_9197787_9221216,9197787,9221216,23429,9209501.5,0.01956611,0.01727189,0.02326254,0.11620348,0.9021666666666666
chr18_9204527_9226175,9204527,9226175,21648,9215351.0,0.0198287,0.01698589,0.02227972,0.09517594,0.9103333333333334
chr18_9208105_9229434,9208105,9229434,21329,9218769.5,0.01990586,0.01862664,0.02269805,0.08177904,0.9105
chr18_9211307_9232711,9211307,9232711,21404,9222009.0,0.01891162,0.01862916,0.02220098,0.0837314,0.9088333333333333
chr18_9214555_9236174,9214555,9236174,21619,9225364.5,0.01906862,0.01929298,0.02233689,0.07601796,0.8995000000000001
chr18_9217820_9239479,9217820,9239479,21659,9228649.5,0.01797817,0.02040127,0.02244772,0.07824689,0.8851666666666667
chr18_9221216_9242976,9221216,9242976,21760,9232096.0,0.01801777,0.02033004,0.02239486,0.07748498,0.8646666666666666
chr18_9226175_9246302,9226175,9246302,20127,9236238.5,0.01700926,0.01948871,0.02187191,0.0903002,0.8506666666666667
chr18_9229434_9251359,9229434,9251359,21925,9240396.5,0.01631208,0.01870088,0.02197385,0.11315432,0.8275
chr18_9232711_9254612,9232711,9254612,21901,9243661.5,0.01735154,0.01896682,0.02291964,0.115886,0.8305
chr18_9236174_9258076,9236174,9258076,21902,9247125.0,0.01871784,0.01805378,0.02292171,0.10980809,0.8285
chr18_9239479_9261659,9239479,9261659,22180,9250569.0,0.0194715,0.01789276,0.02313205,0.10642131,0.8283333333333334
chr18_9242976_9266089,9242976,9266089,23113,9254532.5,0.01933043,0.01926771,0.02453589,0.11946675,0.8414999999999999
chr18_9246302_9269511,9246302,9269511,23209,9257906.5,0.01996611,0.01968285,0.02550116,0.12524214,0.8645
chr18_9251359_9272880,9251359,9272880,21521,9262119.5,0.01974776,0.02004579,0.02648797,0.14209833,0.8828333333333334
chr18_9254612_9276244,9254612,9276244,21632,9265428.0,0.01910528,0.02008721,0.02613239,0.14293331,0.8696666666666666
chr18_9258124_9279757,9258124,9279757,21633,9268940.5,0.01889879,0.02089726,0.02690225,0.14966205,0.8670000000000001
chr18_9261662_9282978,9261662,9282978,21316,9272320.0,0.01759962,0.02132214,0.02636008,0.15056865,0.8731666666666666
chr18_9266089_9291159,9266089,9291159,25070,9278624.0,0.01755582,0.02109083,0.02550423,0.13788182,0.8938333333333333
chr18_9269511_9294746,9269511,9294746,25235,9282128.5,0.01832329,0.02159639,0.02576831,0.12702176,0.8756666666666666
chr18_9272880_9298084,9272880,9298084,25204,9285482.0,0.01807775,0.02107041,0.02440668,0.10987987,0.8679999999999999
chr18_9276244_9301842,9276244,9301842,25598,9289043.0,0.01739783,0.02091052,0.02425669,0.11754004,0.8629999999999999
chr18_9279757_9309452,9279757,9309452,29695,9294604.5,0.01723421,0.02029297,0.02438228,0.13022544,0.8579999999999999
chr18_9282978_9312799,9282978,9312799,29821,9297888.5,0.01882473,0.02034151,0.02625202,0.14549754,0.8461666666666666
chr18_9291159_9317271,9291159,9317271,26112,9304215.0,0.01788606,0.0184945,0.02632915,0.18281613,0.8243333333333334
chr18_9294803_9326577,9294803,9326577,31774,9310690.0,0.01736213,0.01810565,0.02578714,0.18504273,0.832
chr18_9298084_9330594,9298084,9330594,32510,9314339.0,0.01816287,0.01842865,0.02566558,0.16764321,0.8128333333333333
chr18_9301842_9334121,9301842,9334121,32279,9317981.5,0.01917992,0.01841462,0.02642995,0.16876297,0.8163333333333334
chr18_9309452_9337541,9309452,9337541,28089,9323496.5,0.01944204,0.0183989,0.026223,0.16176271,0.8068333333333334
chr18_9312799_9340804,9312799,9340804,28005,9326801.5,0.01889903,0.01851977,0.0249435,0.14281067,0.8055
chr18_9317271_9345799,9317271,9345799,28528,9331535.0,0.02067165,0.01949613,0.02518763,0.11273622,0.8008333333333333
chr18_9326577_9349667,9326577,9349667,23090,9338122.0,0.02083696,0.01867339,0.0258308,0.13327838,0.7936666666666666
chr18_9330594_9356311,9330594,9356311,25717,9343452.5,0.02060413,0.01881333,0.02666278,0.14996385,0.8045
chr18_9334121_9359793,9334121,9359793,25672,9346957.0,0.02094733,0.0192635,0.02693418,0.14517057,0.8008333333333333
chr18_9337541_9370470,9337541,9370470,32929,9354005.5,0.02001458,0.0187845,0.02694658,0.16284082,0.8158333333333333
chr18_9340804_9374087,9340804,9374087,33283,9357445.5,0.0200406,0.018629,0.02756165,0.17542586,0.8305
chr18_9345815_9377657,9345815,9377657,31842,9361736.0,0.01881207,0.01798817,0.02673136,0.18459931,0.8183333333333334
chr18_9349667_9380943,9349667,9380943,31276,9365305.0,0.01770772,0.01728044,0.02494933,0.17565153,0.796
chr18_9356311_9391919,9356311,9391919,35608,9374115.0,0.01696738,0.01558619,0.02303952,0.17200841,0.785
chr18_9359793_9397930,9359793,9397930,38137,9378861.5,0.01654599,0.01508577,0.0225581,0.1756977,0.7901666666666667
chr18_9370470_9406374,9370470,9406374,35904,9388422.0,0.01738544,0.01603462,0.02201483,0.13698694,0.8
chr18_9374087_9410730,9374087,9410730,36643,9392408.5,0.01752981,0.01527528,0.02164057,0.13768654,0.7843333333333333
chr18_9377657_9414122,9377657,9414122,36465,9395889.5,0.01839039,0.01606796,0.02276022,0.1383128,0.8108333333333333
chr18_9380943_9418525,9380943,9418525,37582,9399734.0,0.01976977,0.01687089,0.02471233,0.14853834,0.849
chr18_9391919_9422071,9391919,9422071,30152,9406995.0,0.02069537,0.01703784,0.02725417,0.18186089,0.8498333333333333
chr18_9397930_9425773,9397930,9425773,27843,9411851.5,0.01964095,0.0149271,0.02736594,0.22579895,0.8611666666666667
chr18_9406374_9429605,9406374,9429605,23231,9417989.5,0.01924842,0.01433175,0.02860964,0.2603442,0.8505
chr18_9410730_9434295,9410730,9434295,23565,9422512.5,0.019549,0.01551034,0.02882243,0.24362995,0.8366666666666667
chr18_9414122_9437797,9414122,9437797,23675,9425959.5,0.01904269,0.01489564,0.02745118,0.23597329,0.8328333333333333
chr18_9418525_9442086,9418525,9442086,23561,9430305.5,0.01845403,0.01495046,0.0282329,0.2566066,0.8143333333333334
chr18_9422102_9445617,9422102,9445617,23515,9433859.5,0.01922189,0.01639415,0.0283798,0.22888675,0.8521666666666667
chr18_9425773_9448999,9425773,9448999,23226,9437386.0,0.02104004,0.0184141,0.02944035,0.19755521,0.8425
chr18_9429605_9452406,9429605,9452406,22801,9441005.5,0.02184359,0.01952747,0.02912958,0.16950781,0.8475
chr18_9434295_9455723,9434295,9455723,21428,9445009.0,0.02185126,0.01869858,0.02955569,0.18624637,0.8579999999999999
chr18_9437797_9465329,9437797,9465329,27532,9451563.0,0.02042619,0.01770338,0.02862924,0.2005378,0.8535
chr18_9442086_9479049,9442086,9479049,36963,9460567.5,0.01896871,0.0153691,0.02547022,0.19468774,0.8471666666666667
chr18_9445617_9484829,9445617,9484829,39212,9465223.0,0.01625955,0.01295674,0.02288505,0.22075753,0.819
chr18_9448999_9489550,9448999,9489550,40551,9469274.5,0.01378372,0.01149611,0.02016132,0.22930249,0.8161666666666666
chr18_9452406_9514868,9452406,9514868,62462,9483637.0,0.0130728,0.0103932,0.01927985,0.2433459,0.8160000000000001
chr18_9455723_9518161,9455723,9518161,62438,9486942.0,0.01367501,0.01041476,0.01888238,0.22108308,0.819
chr18_9465332_9521716,9465332,9521716,56384,9493524.0,0.01566623,0.01253523,0.02131359,0.20367072,0.8248333333333333
chr18_9479049_9525916,9479049,9525916,46867,9502482.5,0.01775723,0.01626732,0.02348251,0.15977946,0.8310000000000001
chr18_9484829_9529775,9484829,9529775,44946,9507302.0,0.02010893,0.0188857,0.02519607,0.1275078,0.8353333333333333
chr18_9489550_9533060,9489550,9533060,43510,9511305.0,0.02253194,0.0207434,0.02717204,0.11338666,0.8356666666666667
chr18_9514868_9544437,9514868,9544437,29569,9529652.5,0.02185174,0.02109965,0.02669734,0.10839352,0.8166666666666667
chr18_9518161_9563848,9518161,9563848,45687,9541004.5,0.01913365,0.01908607,0.02356583,0.10441471,0.8231666666666666
chr18_9521716_9568672,9521716,9568672,46956,9545194.0,0.01687784,0.016887,0.02017043,0.08873838,0.808
chr18_9525916_9588019,9525916,9588019,62103,9556967.5,0.01635755,0.01603005,0.01913326,0.08320704,0.8185
chr18_9529775_9591464,9529775,9591464,61689,9560619.5,0.01626983,0.01744219,0.01968374,0.07738778,0.8180000000000001
chr18_9533060_9596096,9533060,9596096,63036,9564578.0,0.01636172,0.01805544,0.01991775,0.07297166,0.8193333333333334
chr18_9544437_9599434,9544437,9599434,54997,9571935.5,0.01712304,0.0182885,0.02050729,0.07331316,0.834
chr18_9563848_9602679,9563848,9602679,38831,9583263.5,0.02043061,0.02127052,0.02444625,0.07938053,0.8410000000000001
chr18_9568672_9606382,9568672,9606382,37710,9587527.0,0.02199853,0.02297927,0.02801186,0.1093639,0.8423333333333333
chr18_9588019_9611008,9588019,9611008,22989,9599513.5,0.02257725,0.02342204,0.02946135,0.12317161,0.8411666666666666
chr18_9591464_9614298,9591464,9614298,22834,9602881.0,0.02369584,0.02256159,0.0300463,0.13009089,0.8505
chr18_9596096_9617664,9596096,9617664,21568,9606880.0,0.02344973,0.02227734,0.03055565,0.14399536,0.847
chr18_9599434_9624403,9599434,9624403,24969,9611918.5,0.02348723,0.0218617,0.03091959,0.15384402,0.8381666666666666
chr18_9602679_9630319,9602679,9630319,27640,9616499.0,0.02303991,0.02119426,0.03062391,0.16129436,0.8305
chr18_9606382_9634316,9606382,9634316,27934,9620349.0,0.02304116,0.0206683,0.02933366,0.14610598,0.8466666666666667
chr18_9611008_9642364,9611008,9642364,31356,9626686.0,0.0226155,0.02011215,0.03016828,0.17085378,0.8316666666666667
chr18_9614333_9647821,9614333,9647821,33488,9631077.0,0.02150939,0.01847737,0.02938946,0.19027014,0.8238333333333333
chr18_9617664_9658558,9617664,9658558,40894,9638111.0,0.02094169,0.01850812,0.02963239,0.2007299,0.8246666666666667
chr18_9624403_9665234,9624403,9665234,40831,9644818.5,0.02083824,0.01895006,0.02948022,0.19415073,0.8323333333333333
chr18_9630319_9668887,9630319,9668887,38568,9649603.0,0.02061334,0.0189771,0.02998906,0.20476022,0.8353333333333333
chr18_9634316_9672265,9634316,9672265,37949,9653290.5,0.02142108,0.0182986,0.03162692,0.22854575,0.8391666666666666
chr18_9642364_9676264,9642364,9676264,33900,9659314.0,0.02096726,0.01818291,0.03061038,0.21989026,0.8436666666666667
chr18_9647821_9687471,9647821,9687471,39650,9667646.0,0.01967241,0.01902299,0.03211534,0.24809339,0.8476666666666667
chr18_9661303_9693164,9661303,9693164,31861,9677233.5,0.01973293,0.01927749,0.03271645,0.25298392,0.8381666666666666
chr18_9665234_9696472,9665234,9696472,31238,9680853.0,0.0199046,0.01865415,0.03321908,0.265526,0.8338333333333333
chr18_9668887_9727402,9668887,9727402,58515,9698144.5,0.01931185,0.01774924,0.03219335,0.26935639,0.8241666666666667
chr18_9672265_9731469,9672265,9731469,59204,9701867.0,0.01768531,0.01787065,0.02971515,0.25134519,0.814
chr18_9676264_9735056,9676264,9735056,58792,9705660.0,0.0187866,0.01853455,0.02961056,0.22684333,0.8216666666666667
chr18_9687471_9738517,9687471,9738517,51046,9712994.0,0.02023624,0.01850101,0.02732613,0.17041539,0.8206666666666667
chr18_9693164_9742003,9693164,9742003,48839,9717583.5,0.02126918,0.0174929,0.0262266,0.15009678,0.8285
chr18_9696472_9745672,9696472,9745672,49200,9721072.0,0.02099929,0.01808736,0.02601165,0.14198943,0.8233333333333334
chr18_9727402_9749474,9727402,9749474,22072,9738438.0,0.02143724,0.01934398,0.02607525,0.12234014,0.8288333333333333
chr18_9731469_9753976,9731469,9753976,22507,9742722.5,0.02248444,0.01961348,0.02714351,0.1264627,0.8015
chr18_9735087_9757370,9735087,9757370,22283,9746228.5,0.02309145,0.01928556,0.02760513,0.13150537,0.8055
chr18_9738517_9761080,9738517,9761080,22563,9749798.5,0.02315981,0.01940263,0.02824521,0.14061159,0.8
chr18_9742035_9764930,9742035,9764930,22895,9753482.5,0.02202914,0.01945128,0.02736555,0.13772446,0.8105
chr18_9745672_9768485,9745672,9768485,22813,9757078.5,0.02275364,0.02002483,0.0274117,0.1234088,0.8178333333333333
chr18_9749502_9772664,9749502,9772664,23162,9761083.0,0.02246741,0.01956372,0.02715474,0.12744729,0.815
chr18_9753976_9775994,9753976,9775994,22018,9764985.0,0.02234142,0.0196386,0.02643107,0.11473927,0.8368333333333333
chr18_9757370_9780785,9757370,9780785,23415,9769077.5,0.02118474,0.01952323,0.02523161,0.10699926,0.8375
chr18_9761080_9784680,9761080,9784680,23600,9772880.0,0.02085905,0.01882622,0.02432714,0.10152882,0.8521666666666667
