chrom	start	end	hmel	hcyd	f1	mean
7	6662922	6713944	6.1876	3.6859	5.4187	5.0974
7	6713944	6766269	5.7907	3.6389	5.362	4.9305
7	6766333	6842103	5.1728	3.4949	4.8108	4.4928
7	6842103	6946038	4.7675	3.1956	4.4737	4.1456
7	6946038	7007760	4.2614	3.0101	4.337	3.8695
7	7007760	7142960	3.7534	2.9515	4.0924	3.5991
7	7143025	7192303	3.349	3.0207	3.8544	3.408
7	7192432	7244035	3.1651	3.0548	3.7195	3.3131
7	7244035	7295597	3.0025	2.6294	3.5788	3.0702
7	7295597	7358529	2.8314	2.5465	3.4191	2.9323
7	7358598	7434130	2.3497	3.0657	3.2149	2.8768
7	7434504	7498000	2.261	3.3332	3.0122	2.8688
7	7498001	7558154	1.9846	3.4856	2.8836	2.7846
7	7558154	7720920	1.5171	3.6733	2.793	2.6611
7	7721048	7815641	1.2056	3.8166	2.7852	2.6025
7	7815641	7928403	1.1696	3.8187	2.4055	2.4646
7	7928403	8049043	1.2997	4.0296	1.9663	2.4319
7	8049043	8111225	1.08	4.245	1.7995	2.3748
7	8111225	8175391	0.8966	4.3401	1.7864	2.3411
7	8175391	8267300	0.8521	4.3936	1.83	2.3586
7	8267300	8356439	1.0276	4.2183	1.4823	2.2427
7	8356440	8425582	0.9034	3.5738	1.1816	1.8862
7	8425583	8513860	0.5854	2.522	1.0198	1.3757
7	8513860	8597010	0.3729	1.4677	0.9894	0.9433
7	8597010	8694488	0.3066	0.6014	1.1293	0.6791
7	8694488	8759974	0.3768	0.0207	1.3974	0.5983
7	8759974	8853280	0.5772	0	1.8008	0.7927
7	8853280	8931496	0.9256	0	2.2262	1.0506
7	8931496	9038086	1.3741	0	2.4551	1.2764
7	9038086	9178175	1.4491	0.002	2.5269	1.326
7	9178175	9288568	1.6375	0.9327	3.0255	1.8652
7	9288568	9351355	1.913	1.8478	3.0952	2.2853
7	9351355	9413686	2.191	2.6545	2.8032	2.5496
7	9413721	9485049	2.5585	3.4053	2.4921	2.8187
7	9485049	9573918	3.0943	3.9933	2.7963	3.2946
7	9573918	9618236	3.6126	4.2972	2.5637	3.4912
7	9618236	9673447	4.0502	4.3972	2.5935	3.6803
7	9673447	9819456	5.0671	4.7301	3.0401	4.2791
7	9819457	9914568	6.1839	5.1854	3.1649	4.8447
7	9914632	9971887	6.3738	5.5572	3.9024	5.2778
7	9971952	10025840	6.2886	5.7844	4.5755	5.5495
7	10025840	10120146	6.1091	6.5685	4.9849	5.8875
7	10120210	10182928	5.8978	6.4952	5.549	5.9807
7	10182928	10280580	5.6964	6.9268	5.9812	6.2015
7	10280580	10341884	5.3399	6.762	6.2755	6.1258
7	10341884	10401713	5.5381	6.1717	6.399	6.0363
7	10402033	10502425	6.4542	5.3011	6.4273	6.0609
7	10502425	10609876	7.8584	5.0298	6.2672	6.3851
7	10609876	10663855	8.8273	4.3772	6.0759	6.4268
7	10663855	10715122	7.9792	3.5311	5.7752	5.7618
7	10715122	10803924	7.5167	3.5898	6.246	5.7842
7	10803924	10882752	7.2003	5.2544	6.8079	6.4209
7	10882752	10943818	6.1883	6.3674	7.7814	6.779
7	10943818	11007129	4.3654	7.1187	7.9552	6.4798
7	11007129	11048835	4.0645	9.3143	7.8266	7.0685
7	11048835	11093506	4.7966	9.6513	8.3243	7.5907
7	11093506	11140309	4.5826	10.9827	7.825	7.7968
7	11140309	11192459	4.3154	12.5894	6.6346	7.8465
7	11192459	11239073	4.4289	12.8116	6.257	7.8325
7	11239073	11326594	5.2459	10.7121	5.4467	7.1349
7	11326594	11398415	7.2291	7.3485	4.0806	6.2194
7	11398415	11455904	6.7348	6.3208	3.051	5.3689
7	11456284	11515126	7.1512	5.2695	2.2913	4.904
7	11515254	11590764	6.9732	4.2123	1.6204	4.2686
7	11590764	11670956	6.4765	2.9751	1.1053	3.5189
7	11670956	11720209	5.6645	2.7697	0.884	3.1061
7	11720209	11809049	4.8348	1.6884	0.8832	2.4688
7	11809049	11923455	4.0027	1.9255	1.2053	2.3778
7	11923455	11961803	3.6214	1.5197	1.2811	2.1407
7	11962625	11999722	3.5264	1.2118	1.2757	2.0046
7	11999722	12038582	3.4908	0.9948	1.2888	1.9248
7	12038582	12079359	3.515	0.8588	1.3221	1.8986
7	12079359	12129396	3.6204	0.8197	1.385	1.9417
7	12129396	12192015	3.8465	0.9414	1.4993	2.0957
7	12192015	12229189	3.9243	1.1965	1.632	2.2509
7	12229189	12267245	3.8837	1.4909	1.754	2.3762
7	12267245	12312165	3.7836	1.9137	1.9094	2.5356
7	12312165	12361854	3.6	2.5195	2.1125	2.744
7	12361854	12402747	3.4714	3.2203	2.1163	2.936
7	12402747	12461938	3.4125	4.1422	2.1305	3.2284
7	12461938	12572282	3.1374	6.185	2.4008	3.9077
7	12572282	12668684	2.4906	7.3877	3.1999	4.3594
7	12668684	12730601	2.2529	6.821	4.2553	4.4431
7	12730729	12796215	2.2844	8.1733	4.8792	5.1123
7	12796215	12849217	2.4806	8.598	5.3744	5.4843
7	12849217	12923346	2.8823	7.9153	5.8097	5.5358
7	12923346	12988670	3.3938	6.3629	6.182	5.3129
7	12988735	13054533	3.3478	6.1949	6.4267	5.3231
7	13054533	13133648	3.524	5.3656	6.5775	5.1557
7	13133776	13197244	4.0898	4.7375	6.6093	5.1455
7	13197244	13318119	4.8374	4.1796	6.4598	5.1589
7	13318119	13362737	4.4985	3.6963	6.1771	4.7906
7	13362737	13405691	3.8395	3.4483	5.9559	4.4146
7	13405691	13449057	3.5982	3.2023	5.6936	4.1647
7	13449057	13492416	3.5398	2.9508	5.386	3.9589
7	13492480	13535337	3.4789	2.6959	5.0358	3.7369
7	13535337	13584584	3.4108	2.4192	5.0462	3.6254
7	13584584	13626140	3.3405	2.1416	4.7871	3.4231
7	13626268	13662743	3.2766	1.8983	4.7337	3.3029
7	13662743	13713726	3.1968	1.6223	4.7046	3.1746
7	13713726	13757935	3.1109	1.3284	4.6279	3.0224
7	13757935	13869379	2.9768	0.858	4.3876	2.7408
7	13869379	13909890	2.8518	0.3989	4.0924	2.4477
7	13909890	13958586	2.7819	0.1294	3.9394	2.2835
7	13958586	14001382	2.7125	0	3.7911	2.1679
7	14001382	14041322	2.652	0	3.6648	2.1056
7	14041322	14079445	2.5967	0	3.5524	2.0497
7	14079445	14162945	2.5145	0	3.3914	1.9686
7	14162945	14306083	2.3731	0	3.1345	1.8358
8	64107	109319	3.7656	2.1557	10.8001	5.5738
8	109319	152995	3.9123	2.3747	10.409	5.5654
8	152995	194762	4.0613	2.5868	10.0115	5.5532
8	194762	252373	4.2446	2.8354	9.5726	5.5509
8	252373	378227	4.6126	3.3003	8.7937	5.5689
8	378227	470926	5.1108	3.8625	7.9019	5.6251
8	470990	521551	5.4632	4.2312	7.2388	5.6444
8	521679	589587	5.5821	4.4347	6.2908	5.4358
8	589587	667254	6.0279	4.881	5.2716	5.3935
8	667254	716865	6.8789	4.7016	4.5643	5.3816
8	716865	778787	7.3342	4.3159	4.1006	5.2503
8	778788	858689	7.5173	4.3209	3.7119	5.1834
8	858689	983392	6.9862	5.3233	3.5546	5.288
8	983392	1116641	5.7744	6.0603	4.001	5.2786
8	1116641	1239468	5.0643	9.1129	4.8829	6.3534
8	1239782	1319186	4.6628	15.6796	5.0571	8.4665
8	1319315	1385681	4.4656	17.1371	5.1265	8.9097
8	1385681	1441541	4.3502	15.0427	5.186	8.193
8	1441541	1497263	4.2505	12.956	5.3995	7.5354
8	1497327	1582337	4.1414	11.8631	5.7487	7.2511
8	1582337	1639924	4.0498	9.3481	5.9881	6.462
8	1639924	1699422	3.9903	9.2586	6.0892	6.446
8	1699422	1766072	3.9417	9.1701	6.1045	6.4054
8	1766072	1846568	3.9006	9.547	5.9996	6.4824
8	1846568	1909764	3.8315	9.4559	5.7752	6.3542
8	1909764	2057184	3.8142	9.255	5.1989	6.0894
8	2057248	2204817	4.5503	9.2933	3.8778	5.9072
8	2204817	2309880	4.751	9.8199	2.7983	5.7897
8	2309880	2460913	4.8782	9.2701	2.9821	5.7101
8	2460913	2510897	4.9901	8.7807	2.6212	5.464
8	2510897	2564571	5.041	8.7561	2.4949	5.4307
8	2564572	2625344	5.0923	8.5321	2.7045	5.443
8	2625600	2675152	5.1373	8.1245	3.2454	5.5024
8	2675152	2734500	5.1768	7.7248	4.1175	5.673
8	2734500	2779360	5.2104	7.5942	4.4732	5.7593
8	2779360	2840846	5.2401	7.3243	5.2566	5.9404
8	2840846	2904119	5.2696	6.8158	6.2786	6.1213
8	2904183	3039985	5.3032	5.5665	7.3557	6.0751
8	3039985	3130452	5.3245	4.1097	8.3498	5.928
8	3130452	3186943	5.3275	3.4295	7.9499	5.569
8	3187008	3262342	5.3228	3.0253	7.0101	5.1194
8	3262342	3361217	5.306	2.7744	6.1313	4.7372
8	3361217	3431986	5.279	2.8224	4.5229	4.2081
8	3431986	3536259	5.2388	2.6098	3.5136	3.7874
8	3536259	3589146	5.1935	1.7791	2.8211	3.2645
8	3589146	3674525	5.1449	1.3261	2.4119	2.961
8	3674710	3755655	5.0769	1.1377	2.1369	2.7838
8	3755655	3938273	4.9457	1.7393	2.2511	2.9787
8	3938337	4012253	4.7955	3.1154	2.8371	3.5827
8	4012253	4103785	4.6883	3.1812	2.567	3.4788
8	4103785	4202707	4.6921	3.3269	2.4032	3.4741
8	4202707	4311733	4.6694	4.2239	2.9389	3.9441
8	4311733	4402188	4.611	5.1531	4.2137	4.6593
8	4402188	4483264	4.6979	5.5485	5.1398	5.1287
8	4483264	4608364	4.9538	5.4889	4.835	5.0926
8	4608364	4737327	5.2944	5.4217	5.4267	5.3809
8	4737885	4813517	5.456	6.2675	5.2312	5.6515
8	4813518	4872542	5.5329	6.4028	5.3192	5.7516
8	4872542	4940455	5.8182	6.1647	5.6846	5.8891
8	4940455	4994508	6.3108	5.6218	5.7607	5.8978
8	4994508	5082373	6.6849	4.6548	5.4783	5.606
8	5082373	5144611	6.6474	4.4609	4.7979	5.302
8	5144611	5202772	6.2628	4.5705	4.4264	5.0866
8	5202772	5273079	5.5061	4.5391	4.5244	4.8565
8	5273406	5342230	4.3335	4.3375	4.3632	4.3447
8	5342230	5418866	3.2018	3.9371	3.8903	3.6764
8	5418866	5588795	2.1486	2.6785	3.078	2.635
8	5588857	5722354	2.1381	0.9749	2.4678	1.8603
8	5722354	5905274	3.0201	0.2274	2.2977	1.8484
8	5905338	5994394	3.3123	0.371	2.4855	2.0563
8	5994513	6049599	4.1917	0.784	2.6227	2.5328
8	6049599	6097315	4.8188	1.2187	2.2702	2.7692
8	6097315	6200366	5.3809	2.0752	1.7993	3.0851
8	6200366	6329966	5.5277	2.9554	1.4093	3.2974
8	6329967	6388772	5.1234	3.3835	1.3767	3.2945
8	6389266	6469928	4.966	3.7695	1.5479	3.4278
8	6469928	6530914	5.0381	4.2092	1.8676	3.705
8	6530978	6588498	5.2528	4.6192	2.2573	4.0431
8	6588498	6691464	5.4186	5.2367	2.968	4.5411
8	6691528	6815827	5.6085	6.2428	4.2347	5.362
8	6815827	6909647	5.6799	7.1518	4.5165	5.7827
8	6909647	6976230	5.8692	8.0702	5.1533	6.3643
8	6976230	7080477	5.9948	8.5495	7.0365	7.1936
8	7080477	7196009	6.2912	8.8842	10.1432	8.4396
8	7196010	7293303	6.6049	9.2825	12.1964	9.3613
8	7293495	7347554	6.704	10.3446	12.9797	10.0094
8	7347554	7414545	6.6948	10.6647	13.4237	10.2611
8	7414803	7510165	6.5237	10.0615	14.0687	10.218
8	7510438	7564582	6.1439	8.6443	15.7034	10.1638
8	7564582	7625276	6.2038	8.5074	13.8857	9.5323
8	7625276	7708747	6.5228	8.205	12.7027	9.1435
8	7708747	7866025	6.8988	6.1105	11.4133	8.1408
8	7866025	8037165	8.5901	3.8383	9.8332	7.4205
8	8037165	8110221	9.9315	3.2885	8.788	7.336
8	8110221	8204669	13.1147	3.5633	8.146	8.2747
8	8204669	8246369	15.8893	3.8265	7.6619	9.1259
8	8246369	8292553	18.1103	3.4075	7.3706	9.6295
8	8292553	8339115	15.4607	3.2521	7.071	8.5946
8	8339115	8382925	14.4314	3.4194	6.7695	8.2068
8	8382937	8437352	12.8973	3.7916	6.4316	7.7069
8	8437352	8637372	10.3184	3.9718	4.9722	6.4208
8	8637372	8806794	3.7863	3.5622	4.1354	3.828
8	8806794	8882069	2.367	3.4473	3.4587	3.091
8	8882070	8988087	2.1095	3.3679	3.1738	2.8838
8	8988088	9099821	0.7501	3.2741	2.9019	2.3087
8	9099821	9156665	0	3.2276	2.5806	1.936
8	9156665	9224255	0	3.2123	2.4051	1.8725
8	9224255	9291057	0	3.2113	2.2845	1.8319
9	53614	169740	2.2916	0.6489	5.6096	2.85
9	169740	236379	2.5118	1.3613	5.9376	3.2702
9	236379	292387	2.6259	1.8419	6.1588	3.5422
9	292387	349984	2.7079	2.285	6.3295	3.7741
9	349984	429791	2.7325	2.8179	6.5913	4.0472
9	429791	493471	2.634	3.3711	6.4297	4.145
9	493471	581201	2.7143	3.9509	6.1262	4.2638
9	581201	624580	2.9462	4.4501	6.1922	4.5295
9	624580	667404	3.1939	4.7765	6.4288	4.7998
9	667404	710507	3.5116	5.1007	6.8078	5.14
9	710507	790675	4.0627	5.5954	7.6151	5.7577
9	790675	912225	4.465	6.4491	9.7005	6.8715
9	912483	1007597	5.7099	7.4103	11.3234	8.1479
9	1007597	1064200	6.9129	8.7341	12.5451	9.3974
9	1064200	1179794	9.2679	8.9291	9.0979	9.0983
9	1179794	1242185	9.3321	9.3032	8.8783	9.1712
9	1242313	1311033	10.1541	10.098	9.0745	9.7755
9	1311033	1414881	8.7701	10.496	8.9212	9.3958
9	1414881	1475370	7.9277	10.2653	8.7681	8.987
9	1475370	1538131	7.5922	9.6466	8.7343	8.6577
9	1538131	1602220	7.3099	9.0283	8.7684	8.3688
9	1602461	1664364	7.0916	8.9578	8.8716	8.307
9	1664364	1731427	6.666	8.6437	9.049	8.1196
9	1731427	1814440	6.226	7.9274	9.394	7.8491
9	1814504	1887976	6.6476	7.0466	9.9165	7.8702
9	1887976	1971269	6.741	6.9027	10.0955	7.9131
9	1971269	2029133	6.6867	6.6372	9.9262	7.75
9	2029133	2148751	6.4114	6.2532	9.209	7.2912
9	2148751	2208088	5.7846	5.9143	8.2786	6.6592
9	2208089	2270280	5.2718	5.6359	7.9163	6.2746
9	2270280	2329884	5.2232	5.3433	7.7543	6.1069
9	2330194	2427605	5.769	4.9434	7.8139	6.1754
9	2427605	2499917	5.6576	4.4887	7.5888	5.9117
9	2499917	2618645	6.1888	3.2132	7.3063	5.5694
9	2618645	2682678	7.0969	1.7854	7.2284	5.3702
9	2682678	2788238	7.2964	1.4086	7.3476	5.3508
9	2788238	2839073	6.9639	1.7421	7.4871	5.3977
9	2839119	2910779	6.2844	2.5559	7.531	5.4571
9	2910779	2987791	5.3933	3.8325	7.5077	5.5778
9	2987791	3071252	5.2046	4.6034	7.3866	5.7315
9	3071252	3128518	4.9957	5.0835	7.2014	5.7602
9	3128518	3194835	4.7323	5.3698	6.9728	5.6916
9	3194835	3321168	4.0968	6.0626	6.4923	5.5506
9	3321168	3404630	3.2687	7.2808	5.8653	5.4716
9	3404950	3533884	3.0351	6.6022	5.4991	5.0454
9	3533885	3679990	3.3014	6.8576	4.8749	5.0113
9	3679990	3798361	2.76	5.083	3.9012	3.9147
9	3798426	3865460	2.6205	4.0614	3.7193	3.4671
9	3865461	3950382	2.7869	3.5879	3.8069	3.3939
9	3950382	4016904	3.1789	3.3535	3.4002	3.3109
9	4016904	4110155	3.7624	3.3869	3.0686	3.406
9	4110155	4243464	4.0679	3.7989	2.9826	3.6165
9	4243464	4307708	4.246	4.1788	3.24	3.8883
9	4307708	4392623	4.375	4.5022	3.6702	4.1825
9	4392815	4451011	4.4954	4.8481	3.9155	4.4197
9	4451011	4506377	4.5878	5.1483	3.9526	4.5629
9	4506377	4617141	4.7611	5.6309	4.0148	4.8023
9	4617141	4749963	5.2033	6.4238	4.1216	5.2496
9	4749963	4824904	5.2683	7.1774	4.2271	5.5576
9	4824968	4911382	5.674	8.3007	4.396	6.1236
9	4911382	4999350	6.3106	8.5	4.497	6.4359
9	4999414	5118177	5.4168	9.1411	4.3415	6.2998
9	5118177	5190869	4.466	10.0982	4.0846	6.2163
9	5190997	5258828	4.126	8.7398	4.0246	5.6301
9	5258956	5307236	4.0643	8.8154	3.9801	5.6199
9	5307429	5368947	4.2016	8.8117	3.9417	5.6517
9	5369075	5416617	4.5099	8.6062	3.9069	5.6743
9	5416617	5526826	5.2998	7.9051	3.8633	5.6894
9	5526826	5594105	6.6306	6.6695	3.8219	5.7073
9	5594150	5653686	8.4768	5.8257	3.798	6.0335
9	5653750	5777568	8.7688	5.0322	3.7723	5.8577
9	5777568	5874925	8.8652	4.5562	3.7531	5.7248
9	5874925	5955762	8.7461	4.5891	3.7479	5.6944
9	5958955	6086409	8.1517	5.0457	3.5477	5.5817
9	6086536	6159714	7.876	4.9135	3.6638	5.4844
9	6159778	6262827	6.9629	4.8129	3.7154	5.1637
9	6262827	6395593	5.0128	5.2614	4.0123	4.7622
9	6395593	6458706	3.8278	6.0137	4.4422	4.7613
9	6458770	6532150	3.5952	6.2593	5.0596	4.9714
9	6532150	6610984	3.8659	6.2328	5.9446	5.3478
9	6610984	6761431	5.3129	6.3564	6.4464	6.0386
9	6761431	6866481	6.4089	6.7024	5.9585	6.3566
9	6866481	6950929	6.5148	7.116	4.9531	6.1946
9	6950929	7016002	6.6219	7.5351	4.812	6.323
9	7016002	7094320	7.4561	8.5553	4.9271	6.9795
9	7094320	7188024	8.0001	9.6085	4.7072	7.4386
9	7188024	7293233	7.8409	9.4537	4.1294	7.1413
9	7293233	7393672	6.8254	7.8291	4.3558	6.3368
9	7393736	7475731	6.0825	6.4608	5.1345	5.8926
9	7475731	7579405	5.735	5.5699	5.8483	5.7177
9	7579405	7699374	5.4634	4.8111	6.851	5.7085
9	7699566	7768798	5.2313	7.162	7.3672	6.5869
9	7768862	7879913	4.9446	7.1605	7.5829	6.5627
9	7879913	7954154	4.6385	7.3076	7.5647	6.5036
9	7954347	8030272	4.3781	8.0846	7.3498	6.6042
9	8030272	8085693	4.1574	6.6841	7.0826	5.9747
9	8085757	8192718	3.8826	6.1871	7.2085	5.7594
9	8192718	8270728	3.5868	5.2374	7.7628	5.529
9	8270728	8370388	3.2895	4.0118	7.6064	4.9692
9	8370388	8452098	2.9863	2.991	7.487	4.4881
9	8452098	8532190	2.7162	2.1084	7.3665	4.0637
9	8532190	8576832	2.5082	1.4267	7.2738	3.7362
9	8576832	8620723	2.3606	0.9421	7.1422	3.4817
9	8620723	8670669	2.2043	0.4278	7.0444	3.2255
10	687	58827	0.6058	1.687	1.2506	1.1811
10	58827	97438	0.6287	1.769	1.2771	1.2249
10	97438	176782	0.6557	1.8686	1.3095	1.2779
10	176847	238151	0.687	1.987	1.3483	1.3407
10	238151	304791	0.7143	2.0941	1.3836	1.3973
10	304791	371931	0.7417	2.2056	1.4205	1.456
10	371931	410870	0.7628	2.2937	1.4499	1.5021
10	410870	526157	0.7919	2.4212	1.4927	1.5686
10	526157	603597	0.8203	2.5809	1.5466	1.6493
10	603597	652774	0.8195	2.7717	1.5854	1.7255
10	652838	753127	0.8362	3.0321	1.6311	1.8331
10	753127	795219	0.8707	3.2079	1.6727	1.9171
10	795219	837297	0.9016	3.2708	1.6962	1.9562
10	837297	880113	0.9402	3.3058	1.7193	1.9884
10	880241	928431	0.9838	3.3112	1.7431	2.0127
10	928431	1026213	0.8316	3.2357	1.7794	1.9489
10	1026213	1072439	0.6748	3.0641	1.8134	1.8508
10	1072439	1163457	0.593	2.9214	1.8424	1.7856
10	1163457	1220591	0.565	2.8128	1.7356	1.7045
10	1220591	1362114	0.6482	2.4204	1.7515	1.6067
10	1362285	1419599	0.8386	1.9641	1.7227	1.5085
10	1419599	1470655	0.9991	2.0269	1.6473	1.5577
10	1471039	1535637	1.2138	2.3439	1.624	1.7272
10	1535637	1674074	1.6966	3.4007	1.7316	2.2763
10	1674074	1726537	2.2285	4.1808	1.9724	2.7939
10	1726537	1858540	2.6313	4.8183	2.3573	3.2689
10	1858541	1918392	3.1751	5.5356	2.715	3.8086
10	1918422	2007193	3.3885	7.2576	2.9446	4.5303
10	2007257	2105144	3.9991	6.9785	3.3909	4.7895
10	2105145	2186105	4.7046	7.1017	3.896	5.2341
10	2186105	2273435	4.8835	6.2143	3.394	4.8306
10	2273435	2330525	6.5758	4.2382	3.3432	4.719
10	2330525	2381427	7.5312	3.4003	3.3704	4.7673
10	2381427	2434922	7.6116	2.9019	3.3276	4.6137
10	2434922	2511821	8.5294	2.7161	3.177	4.8075
10	2511821	2614293	8.7554	2.9917	2.6627	4.8033
10	2614357	2688451	9.6463	2.9125	1.9603	4.8397
10	2688451	2746269	9.8017	3.1386	2.0833	5.0079
10	2746269	2806276	9.2629	3.6084	2.1502	5.0072
10	2806276	2868035	8.051	3.964	2.4512	4.8221
10	2868035	2931909	6.4365	4.0534	2.5903	4.3601
10	2931909	3035998	5.1882	3.7202	3.5068	4.1384
10	3036127	3171816	5.2917	3.2098	5.7934	4.765
10	3171945	3228757	5.3944	2.6445	5.8292	4.6227
10	3228757	3308354	5.1038	2.1991	5.6057	4.3029
10	3308499	3357432	5.4281	2.0166	5.5928	4.3458
10	3357561	3432780	6.3776	2.093	5.7324	4.7343
10	3432780	3495515	8.1888	2.4347	5.8642	5.4959
10	3495515	3587117	8.8547	3.1697	5.98	6.0015
10	3587117	3654239	8.9927	4.2754	6.0554	6.4412
10	3654239	3706884	10.0678	5.3618	6.0816	7.1704
10	3706884	3783329	10.1043	7.3035	6.1599	7.8559
10	3783457	3852566	9.1034	8.8068	6.192	8.0341
10	3852693	4027756	7.5457	9.6848	6.0852	7.7719
10	4027756	4090575	4.8281	9.1676	5.8731	6.6229
10	4090575	4162555	4.09	9.9624	5.693	6.5818
10	4162555	4249403	2.9196	8.6899	5.2298	5.6131
10	4249403	4342484	2.2232	3.8934	4.0143	3.3769
10	4342626	4421154	3.3757	0.1815	4.1738	2.577
10	4421557	4482430	4.2926	0.7009	5.5385	3.5107
10	4482430	4542172	4.036	3.3089	9.4873	5.6107
10	4542172	4664698	4.3878	4.3686	9.9231	6.2265
10	4664698	4733875	4.1057	6.5454	8.2866	6.3126
10	4734003	4827659	3.4094	9.6238	7.6093	6.8808
10	4827659	4883297	3.1533	9.9721	7.4014	6.8423
10	4883297	4938420	3.0877	9.7914	8.1033	6.9942
10	4938420	5043730	2.3717	9.4003	7.4298	6.4006
10	5043730	5105005	2.3583	8.8446	3.7012	4.968
10	5105133	5224565	3.0334	7.3154	2.368	4.2389
10	5224565	5324656	3.9988	4.4099	2.6099	3.6729
10	5324656	5443024	7.2163	2.214	3.2221	4.2175
10	5443024	5551256	9.1476	1.3275	3.4657	4.6469
10	5551419	5641225	9.572	1.7317	3.7953	5.033
10	5641225	5700234	9.1185	2.7545	4.1135	5.3288
10	5700234	5794156	7.9731	4.5276	4.5092	5.67
10	5794156	5851297	6.865	7.9899	4.9588	6.6046
10	5851297	5933935	5.3585	6.9616	5.4354	5.9185
10	5933935	5986756	4.5846	6.277	5.9455	5.6024
10	5986757	6085773	4.5155	5.8135	6.4887	5.6059
10	6085773	6195385	4.073	4.191	6.0916	4.7852
10	6195385	6290423	4.5887	2.2781	5.2688	4.0452
10	6290423	6407157	5.5735	1.2632	4.8765	3.9044
10	6407157	6475168	4.5894	1.1376	4.3388	3.3553
10	6475268	6585502	3.4154	1.7903	3.7444	2.9834
10	6585502	6650322	2.7275	3.0565	3.0542	2.946
10	6650322	6713703	2.4347	4.5665	2.7111	3.2375
10	6713703	6805261	2.3124	4.3063	2.4807	3.0331
10	6805261	6912161	2.5088	4.465	2.4669	3.1469
10	6912161	6996343	2.8701	4.59	2.7555	3.4052
10	6996838	7063097	2.9154	4.1516	2.4819	3.1829
10	7063162	7132676	2.9094	4.0076	2.1247	3.0139
10	7132676	7188545	2.8716	3.931	1.9596	2.9207
10	7188614	7278504	2.7857	3.7631	1.9006	2.8165
10	7278504	7357277	2.6356	3.4739	1.9931	2.7009
10	7357277	7551646	2.2676	2.7759	2.0378	2.3605
10	7551646	7608673	1.9008	2.1128	2.1527	2.0554
10	7608673	7653539	1.7791	1.9174	2.1545	1.9503
10	7653539	7714055	1.6722	1.7647	2.1662	1.8677
10	7714120	7764397	1.5788	1.6537	2.1907	1.8077
10	7764397	7817226	1.5105	1.5991	2.2255	1.7784
10	7817226	7941521	1.4379	1.6213	2.3377	1.7989
10	7941521	7998310	1.4104	1.766	2.5568	1.9111
10	7998310	8067041	1.4259	1.9566	2.6049	1.9958
10	8067041	8158181	1.4689	2.2396	2.4876	2.0654
10	8158309	8219529	1.3631	2.0241	2.3698	1.919
10	8219529	8270189	1.3211	2.2874	2.3394	1.9826
10	8270189	8355529	1.4223	2.799	2.3118	2.1777
10	8355529	8422705	1.6578	3.121	2.2918	2.3569
10	8422705	8484800	1.8041	3.2369	2.2826	2.4412
10	8484800	8623075	1.9558	3.1131	2.2372	2.4354
10	8623075	8791220	2.0829	2.8718	2.199	2.3846
10	8791220	8871053	2.183	2.9853	2.1271	2.4318
10	8871246	8983529	2.2486	2.4743	2.0876	2.2702
10	8983529	9044016	2.2979	2.0508	2.0681	2.1389
10	9044016	9144172	2.3624	1.8016	2.0434	2.0691
10	9144172	9271303	2.6553	1.4533	1.9988	2.0358
10	9271303	9378665	2.7252	1.1974	1.9412	1.9546
10	9378729	9464802	2.4816	1.0682	1.8862	1.812
10	9464802	9508240	2.1955	1.0222	1.8361	1.6846
10	9508240	9574993	2.1552	1.0116	1.7373	1.6347
10	9574993	9673681	2.0956	1.0412	1.4659	1.5343
10	9673681	9739149	1.9665	1.1207	1.3689	1.4854
10	9739149	9829461	1.7703	1.2484	1.4862	1.5016
10	9829461	10004072	1.0546	1.5062	1.5168	1.3592
10	10004072	10103468	0.7504	1.6268	1.4984	1.2919
10	10103468	10160844	0.9702	1.6005	1.7816	1.4508
10	10160844	10237570	1.3636	1.5032	2.0868	1.6512
10	10237570	10288686	1.4884	1.3988	2.2456	1.711
10	10289129	10342979	1.491	1.3566	2.3407	1.7294
10	10342979	10453948	1.5632	1.3747	2.427	1.7883
10	10453948	10577082	1.7943	1.5587	2.4334	1.9288
10	10577082	10664832	2.1321	1.5905	2.5471	2.0899
10	10664832	10778735	2.7292	1.4947	2.776	2.3333
10	10778735	10819013	3.0942	1.6596	2.8219	2.5252
10	10819013	10873840	3.0991	1.8883	2.7813	2.5896
10	10873840	10926456	2.928	2.2481	2.6805	2.6189
10	10926456	10971193	2.7707	2.5823	2.5379	2.6303
10	10971193	11070084	3.2975	2.9458	2.2691	2.8375
10	11070084	11132192	3.163	3.7202	2.0287	2.9706
10	11132192	11218145	3.1081	3.8817	1.531	2.8403
10	11218145	11277029	3.339	3.5774	1.1944	2.7036
10	11277029	11320472	2.8696	3.1	0.9863	2.3186
10	11320563	11413172	2.2222	3.1723	0.7503	2.0483
10	11413172	11535350	1.8454	2.7564	0.4635	1.6885
10	11535350	11614056	1.8663	2.1352	0.2862	1.4292
10	11614343	11686005	2.0027	1.8027	0.2164	1.3406
10	11686005	11798439	1.9208	1.5181	0.206	1.2149
10	11798439	11929141	1.871	1.3329	0.3101	1.1713
10	11929141	11968986	1.8803	1.3234	0.4574	1.2204
10	11968986	12104540	1.9392	1.4475	0.6917	1.3595
10	12104540	12175929	2.0556	1.7212	1.0468	1.6079
10	12175929	12241275	2.1666	1.9952	1.3388	1.8335
10	12241276	12326701	2.3199	2.358	1.7123	2.1301
10	12326701	12389710	2.552	2.6456	2.1289	2.4422
